"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31009235030000","Cattaraugus","McCracken Energy Services, LLC","23503","00","00","OD","Bradford","AC","McCray 117","Carrollton","Bradford Second","12","341","10","160","2022"
"31009110480000","Cattaraugus","Empire Energy E & P, LLC","11048","00","00","GD","Utley Brook","AC","Nannen Zoar 4 1160","Otto","Medina","9","1967","0","0","2022"
"31121138920000","Wyoming","Miller, Kathleen M.","13892","00","00","GD","Leicester","AC","Wilkie 2","Warsaw","Medina","12","85","0","0","2022"
"31003662240000","Allegany","Estate of James D. Greene","66224","00","00","OD","Ford's Brook","AC","Fassett 03","Alma","Richburg","12","0","0","3","2022"
"31003190730000","Allegany","Klein Oil & Logging","19073","00","00","OD","Richburg","AC","Lot 53 K-5","Alma","Richburg","12","7","2","28","2022"
"31013176530000","Chautauqua","PPP Future Development Inc.","17653","00","00","GD","Lakeshore","AC","Derry E 1","Carroll","Medina","0","0","0","0","2022"
"31013202270000","Chautauqua","Stedman Energy, Inc.","20227","00","00","GD","Lakeshore","AC","Ebling 1","Villenova","Medina","12","96","0","0","2022"
"31003300270000","Allegany","Sam Koehler Enterprises, Inc.","30027","00","00","OD","Fulmer Valley","AC","Andover Oil #1-7","Andover","Penny & Fulmer Valley","12","246","4","8","2022"
"31013191970000","Chautauqua","PPP Future Development Inc.","19197","00","00","GD","Lakeshore","AC","Schweiger 1","Cherry Creek","Medina","12","513","0","0","2022"
"31009130050000","Cattaraugus","McCracken Oil & Gas, LLC","13005","00","00","OD","Bradford","AC","Chipchop No 016","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","164","6","22","2022"
"31009246230000","Cattaraugus","Pennhills Resources, LLC","24623","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 2-191","Allegany","Upper Devonian","12","284","5","45","2022"
"31009286330000","Cattaraugus","Dimes Energy GP Inc.","28633","00","00","OD","Four Mile","AC","DT-53     ","Allegany","Bradford & Chipmunk","12","0","127","243","2022"
"31009240140000","Cattaraugus","Pennhills Resources, LLC","24014","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 2-21","Allegany","Bradford & Chipmunk","12","284","5","45","2022"
"31029177350000","Erie","Pan Energy Company, Inc.","17735","00","00","GD","Sardinia","AC","Harrison 1","Concord","Medina","3","225","0","0","2022"
"31121178970000","Wyoming","McCormick, Ronald R.","17897","00","00","GD","Java","AC","McCormick, R 1","Java","Medina","12","31","0","0","2022"
"31013155170000","Chautauqua","Schmidt, John T. Jr.","15517","00","00","GD","Lakeshore","AC","Hopkins-Yerico 1","Sheridan","Medina","12","99","0","0","2022"
"31037263130000","Genesee","Frey Well Drilling, Inc.","26313","00","00","GD","Alden-Lancaster","AC","Chittenden 2","Pembroke","Medina","12","150","0","0","2022"
"31013168320000","Chautauqua","Universal Resources Holdings, Inc.","16832","00","00","GD","Lakeshore","AC","Newton Bros 4","Charlotte","Medina","7","385","0","0","2022"
"31013209720000","Chautauqua","Empire Energy E & P, LLC","20972","00","00","GD","Lakeshore","AC","Mee, W 7343","Poland","Medina","12","1041","0","0","2022"
"31003562830000","Allegany","PPP Future Development Inc.","56283","00","00","OD","Richburg","SI","Daggett 101","Genesee","Richburg","0","0","0","0","2022"
"31013176940000","Chautauqua","PPP Future Development Inc.","17694","00","00","GD","Lakeshore","AC","Hess 4","Cherry Creek","Medina","12","561","0","0","2022"
"31003699130000","Allegany","Ashe Oil Company","69913","00","00","IW","Richburg","IN","Central 048","Scio","Richburg","0","0","0","0","2022"
"31003680390000","Allegany","Sam Koehler Enterprises, Inc.","68039","00","00","OD","Fulmer Valley","IN","Ewell 12","Wellsville","Fulmer Valley","0","0","0","0","2022"
"31013201360000","Chautauqua","PPP Future Development Inc.","20136","00","00","GD","Ellery","SI","Bargar 3","Ellery","Onondaga","0","0","0","0","2022"
"31013109990000","Chautauqua","Empire Energy E & P, LLC","10999","00","00","GD","Lakeshore","AC","Chylinski 182","Ripley","Medina","12","338","0","0","2022"
"31013259720000","Chautauqua","Cotton Well Drilling Company, Inc.","25972","00","00","GD","Lakeshore","AC","Tri County 1","Hanover","Medina","12","1088","0","0","2022"
"31009277450000","Cattaraugus","PPP Future Development Inc.","27745","00","00","GD","Lakeshore","AC","Sprague 6","Perrysburg","Medina","12","383","0","0","2022"
"31013139830000","Chautauqua","Empire Energy E & P, LLC","13983","00","00","GD","Lakeshore","AC","Ripley, Town of 1","Ripley","Medina","12","1405","0","0","2022"
"31029171290000","Erie","Niefergold, Martin & Suzanne","17129","00","00","GD","North Collins","AC","Niefergold 1","North Collins","Medina","12","210","0","0","2022"
"31013164910000","Chautauqua","Empire Energy E & P, LLC","16491","00","00","GD","Lakeshore","AC","Napper, H. 632","Westfield","Medina","10","862","53","0","2022"
"31013164700000","Chautauqua","PPP Future Development Inc.","16470","00","00","GD","Lakeshore","IN","Falcone 3","Ellington","Medina","12","3088","0","0","2022"
"31009301460000","Cattaraugus","Dimes Energy GP Inc.","30146","00","00","OD","Bradford","DC","DH10","Allegany","Bradford & Chipmunk","9","1402","243","311","2022"
"31029223100000","Erie","Empire Energy E & P, LLC","22310","00","00","GD","Lakeview","AC","Green, B 1","Evans","Medina","12","2458","20","0","2022"
"31003608030000","Allegany","PPP Future Development Inc.","60803","00","00","OD","Andover","AC","Pease 7","Andover","Penny","0","0","0","0","2022"
"31013247940000","Chautauqua","Ellington Energy, Inc.","24794","00","00","GD","Lakeshore","AC","Anselmo 1","Portland","Medina","11","1309","0","0","2022"
"31009240030000","Cattaraugus","Empire Energy E & P, LLC","24003","00","00","GD","Lakeshore","AC","Ackley #4","Persia","Medina","12","1144","0","0","2022"
"31029234440000","Erie","Amos Zittel & Sons, Inc.","23444","00","00","GD","Brant-Eden","AC","Zittle 7","Eden","Medina","6","2","0","0","2022"
"31009167840000","Cattaraugus","Empire Energy E & P, LLC","16784","00","00","GD","Lakeshore","AC","Miller, I 1","Leon","Medina","12","1543","0","0","2022"
"31013105930000","Chautauqua","Olde Chautauqua Farms","10593","00","00","GD","Lakeshore","AC","Green Hoe 'fee' 1","Portland","Medina","12","150","0","0","2022"
"31099195060000","Seneca","Minard Run Oil Company","19506","00","00","GD","Fayette-Waterloo","AC","St Thomas 1 (4099)","Fayette","Queenston","12","2097","76","0","2022"
"31013183640000","Chautauqua","Empire Energy E & P, LLC","18364","00","00","GD","Lakeshore","AC","Holthouse, G 1","Clymer","Medina","12","651","0","0","2022"
"31051173720000","Livingston","Lenape Resources LLC","17372","00","00","GW","Uhley Corners-Caledonia","AC","Doolittle 165","York","Medina","12","288","0","0","2022"
"31121172610000","Wyoming","United States Gypsum Company","17261","00","00","GD","Sheldon","AC","Victor 1","Sheldon","Medina","10","77","0","0","2022"
"31011212750000","Cayuga","Minard Run Oil Company","21275","00","00","GD","West Auburn","AC","Gilmore S 1027-1","Fleming","Queenston","2","2","0","0","2022"
"31037174120000","Genesee","United States Gypsum Company","17412","00","00","GD","Huron Creek","AC","Spiotta 2","Batavia","Medina","12","206","0","0","2022"
"31029152410000","Erie","Cotton Well Drilling Company, Inc.","15241","00","00","GD","Brant-Eden","SI","Panek 1","Boston","Akron","0","0","0","0","2022"
"31013171260000","Chautauqua","Lenape Resources LLC","17126","00","00","GD","Lakeshore","AC","Langless 1","Cherry Creek","Medina","11","232","0","0","2022"
"31013184200000","Chautauqua","Burgard, Harold H.","18420","00","00","GD","Lakeshore","AC","Harold Burgard Unit1","Clymer","Medina","12","67","0","0","2022"
"31037117770000","Genesee","Alden Aurora Gas Company, Inc.","11777","00","00","GD","Alden-Lancaster","AC","C. Wozniak 1","Darien","Medina","12","602","0","0","2022"
"31013201630000","Chautauqua","Shelex Drilling, Inc.","20163","00","00","GD","Lakeshore","AC","Pringle 6499","North Harmony","Medina","12","200","0","0","2022"
"31009242070000","Cattaraugus","Pennhills Resources, LLC","24207","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-99","Allegany","Bradford & Chipmunk","12","286","5","82","2022"
"31121170360000","Wyoming","IOE Acres V LLC","17036","00","00","GD","Leicester","AC","Dueppengiesser #3","Perry","Medina","12","1767","0","0","2022"
"31003639110000","Allegany","Saint John Exploration & Production, Inc.","63911","00","00","GD","Richburg","IN","Trio Farm 67xg","Bolivar","Richburg","0","0","0","0","2022"
"31029045270000","Erie","Reserve Gas Company, Inc.","04527","00","00","GD","Alden-Lancaster","IN","Jurek Walter 1","Alden","Medina","0","0","0","0","2022"
"31013120770000","Chautauqua","Empire Energy E & P, LLC","12077","00","00","GD","Lakeshore","SI","Will 1303","Hanover","Medina","0","0","0","0","2022"
"31029159160000","Erie","Empire Energy E & P, LLC","15916","00","00","GD","Concord","AC","Carr2","Concord","Medina","11","1051","0","0","2022"
"31013113530000","Chautauqua","PPP Future Development Inc.","11353","00","00","GD","Lakeshore","IN","McEwan 263","Portland","Medina","12","98","0","0","2022"
"31003280330000","Allegany","Simon of Bolivar Enterprises, Inc.","28033","00","00","OD","Richburg","AC","Bliss A27","Genesee","Richburg","12","0","0","42","2022"
"31009223710000","Cattaraugus","McCracken Oil & Gas, LLC","22371","00","00","OD","Bradford","AC","Goodman w16","Carrollton","Bradford","12","133","10","48","2022"
"31037153280000","Genesee","United States Gypsum Company","15328","00","00","GD","Huron Creek","IN","Schunk 2a","Darien","Medina","9","51","0","0","2022"
"31013166210000","Chautauqua","Empire Energy E & P, LLC","16621","00","00","GD","Lakeshore","AC","Nordland,J 3","Kiantone","Medina","12","2046","0","0","2022"
"31013179330000","Chautauqua","PPP Future Development Inc.","17933","00","00","GD","Lakeshore","AC","Christopherson 1","Ellicott","Medina","12","3055","0","0","2022"
"31013232730000","Chautauqua","Empire Energy E & P, LLC","23273","00","00","GD","Lakeshore","AC","Goldberg J Unit 2-L","Clymer","Medina","12","332","0","0","2022"
"31009259100001","Cattaraugus","Blackhawk Energy, LLC","25910","00","01","OD","Bradford","IN","Young 67","Olean","Upper Devonian","9","268","99","124","2022"
"31013189620000","Chautauqua","PPP Future Development Inc.","18962","00","00","OD","Gerry-Charlotte","SI","Prince Unit 2","Gerry","Onondaga","0","0","0","0","2022"
"31009242840000","Cattaraugus","PPP Future Development Inc.","24284","00","00","GD","Lakeshore","AC","Wesley 2","Perrysburg","Medina","12","938","0","0","2022"
"31009665690000","Cattaraugus","Woodruff, Michael C.","66569","00","00","OD","Bradford","AC","McDivit c8","Olean","Bradford","10","0","20","40","2022"
"31009226490000","Cattaraugus","Greenridge Oil Company LLC","22649","00","00","GD","Lakeshore","AC","Gardner 2","Leon","Whirlpool","1","96","5","0","2022"
"31013185700000","Chautauqua","Empire Energy E & P, LLC","18570","00","00","GD","Lakeshore","AC","Hugg 678 1","Ripley","Medina","12","603","0","0","2022"
"31003104730000","Allegany","Sam Koehler Enterprises, Inc.","10473","00","00","OD","Richburg","AC","A-H Lot 80-2-80","Alma","Richburg","10","0","5","38","2022"
"31029026670000","Erie","Krause, Michael J. & Tracy A.","02667","00","00","GD","West Seneca","AC","Kabel 1","Orchard Park","Medina","12","140","0","0","2022"
"31011204560000","Cayuga","Minard Run Oil Company","20456","00","00","GD","West Auburn","AC","Patterson E 1 (644-3)","Aurelius","Queenston","12","2123","0","0","2022"
"31009254960000","Cattaraugus","Copper Ridge Oil, Inc.","25496","00","00","OD","Five Mile","AC","Py 52","Olean","Upper Devonian","12","80","3","74","2022"
"31009665320000","Cattaraugus","W. A. Boser Oil","66532","00","00","OD","Chipmunk","AC","Maloney 4","Allegany","Chipmunk","12","0","24","29","2022"
"31029184630000","Erie","Cotton Well Drilling Company, Inc.","18463","00","00","GD","Brant-Eden","AC","Pepper 2","Eden","Medina","12","108","0","0","2022"
"31003281430000","Allegany","PPP Future Development Inc.","28143","00","00","OD","Fulmer Valley","AC","Camilla Joyce 7","Andover","Fulmer Valley","12","102","0","0","2022"
"31013110510000","Chautauqua","Empire Energy E & P, LLC","11051","00","00","GD","Lakeshore","AC","Wahl 1186","Portland","Medina","12","718","0","0","2022"
"31003678060000","Allegany","Iron Dinosaur Oil","67806","00","00","OD","Browning","IN","Browning fo8","Scio","Scio","0","0","0","0","2022"
"31009280570000","Cattaraugus","Stateside Energy Group, LLC","28057","00","00","OD","Four Mile","IN","Russell 2","Allegany","Chipmunk & Bradford 3rd","0","0","0","0","2022"
"31013187180000","Chautauqua","PPP Future Development Inc.","18718","00","00","GD","Lakeshore","AC","Miktuk, J. 1-Ny-4020","Poland","Medina","12","23","0","0","2022"
"31013223110000","Chautauqua","Greenridge Oil Company LLC","22311","00","00","GD","Lakeshore","AC","Christoff, A 7316","Jamestown","Medina","11","330","5","0","2022"
"31003635850000","Allegany","J and R Oil Company","63585","00","00","OD","Scio","IN","Harris - 02","Ward","Scio","0","0","0","0","2022"
"31003663290000","Allegany","Betsy Bug LTD","66329","00","00","OD","Richburg","PA","Bucher 17","Bolivar","Richburg","0","0","0","0","2022"
"31121143780000","Wyoming","PPP Future Development Inc.","14378","00","00","GD","Silver Lake","AC","Herman, F 1","Perry","Medina","11","1386","0","0","2022"
"31037116240000","Genesee","Alden Aurora Gas Company, Inc.","11624","00","00","GD","Alden-Lancaster","AC","Bososki 1","Darien","Medina","12","429","0","0","2022"
"31013112050000","Chautauqua","Empire Energy E & P, LLC","11205","00","00","GD","Lakeshore","AC","Mikula 152","Stockton","Medina","12","649","0","0","2022"
"31013169430000","Chautauqua","Cotton Well Drilling Company, Inc.","16943","00","00","GD","Lakeshore","AC","Curtis 2","Villenova","Medina","12","2340","0","0","2022"
"31009677590000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67759","00","00","OD","Four Mile","IN","Oak Hill 3","Allegany","Bradford Third","0","0","0","0","2022"
"31013181770000","Chautauqua","PPP Future Development Inc.","18177","00","00","GD","Lakeshore","AC","Arrance 1","Ellington","Medina","12","417","0","0","2022"
"31013111810000","Chautauqua","Empire Energy E & P, LLC","11181","00","00","GD","Lakeshore","AC","Beardsley J 134","Stockton","Medina","12","426","0","0","2022"
"31009179730000","Cattaraugus","Empire Energy E & P, LLC","17973","00","00","GD","Lakeshore","AC","Kurek, E 4","Conewango","Medina","12","1963","0","0","2022"
"31009152260000","Cattaraugus","Copper Ridge Oil, Inc.","15226","00","00","OD","Five Mile","AC","Py 2","Olean","Chipmunk & Bradford 3rd","11","66","3","60","2022"
"31009606410000","Cattaraugus","Case Brothers Inc.","60641","00","00","OD","Bradford","AC","Wahl 8","Carrollton","Bradford","12","206","35","178","2022"
"31003555310000","Allegany","Ashe Oil Company","55531","00","00","IW","Richburg","IN","Central 051","Scio","Richburg","0","0","0","0","2022"
"31003605480000","Allegany","Simon of Bolivar Enterprises, Inc.","60548","00","00","OD","Richburg","AC","Bliss OL 16","Genesee","Richburg","12","0","0","42","2022"
"31003626990000","Allegany","Hunt Oil Co.","62699","00","00","IW","Richburg","IN","Bellamy Farm 2w","Alma","Richburg","0","0","0","0","2022"
"31009249880000","Cattaraugus","Case Brothers Inc.","24988","00","00","OD","Bradford","AC","Rumsey 3A","Allegany","Chipmunk, Bradford 2nd & 3rd","6","31","6","11","2022"
"31009219670000","Cattaraugus","Empire Energy E & P, LLC","21967","00","00","GD","Lakeshore","AC","Miller, E 3","Leon","Medina","12","931","0","0","2022"
"31013218470000","Chautauqua","Fuel Gas Technology, Inc","21847","00","00","GD","Lakeshore","AC","Herbert 1","Westfield","Medina","12","100","0","0","2022"
"31003655730000","Allegany","Clark, Ernest E. and Richard C.","65573","00","00","IW","Ford's Brook","IN","Hunt 07","Alma","Richburg","0","0","0","0","2022"
"31013095150000","Chautauqua","Decker, James K. & Tiffany J.","09515","00","00","OD","Busti","AC","Tellinghuisen 7","Busti","Glade","6","1","1","2","2022"
"31009147860000","Cattaraugus","Alma Gas Company, Inc.","14786","00","00","OD","Olean","AC","Ahrens 1","Olean","Bradford & Chipmunk","12","10","0","0","2022"
"31009235880000","Cattaraugus","Pennhills Resources, LLC","23588","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-1","Allegany","Bradford & Chipmunk","12","240","4","65","2022"
"31013179260000","Chautauqua","Greenridge Oil Company LLC","17926","00","00","GD","Lakeshore","AC","Northrup 4","Ripley","Medina","12","412","5","0","2022"
"31009300210000","Cattaraugus","Dallas Energy, LLC","30021","00","00","OD","Bradford","AC","Trimble # 2","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","289","279","147","2022"
"31013126760000","Chautauqua","Empire Energy E & P, LLC","12676","00","00","GD","Lakeshore","AC","Wilkosz 1459","Westfield","Medina","11","582","0","0","2022"
